pais;codigo;continente;ano;expectativa_vida;pib_per_capita;populacao
Luxembourg;LUX;Europe;1963;68,7;16766;323015
Madagascar;MDG;Africa;1963;44,4;1747;5484253
Malawi;MWI;Africa;1963;35,6;599;3893632
Malaysia;MYS;Asia;1963;59,3;2660;8579358
Mali;MLI;Africa;1963;30,2;866;5570468
Malta;MLT;Europe;1963;67,9;2263;332905
Mauritania;MRT;Africa;1963;46,7;944;911296
Mauritius;MUS;Africa;1963;58,2;5745;726254
Mexico;MEX;North America;1963;57,3;5118;39982116
Mongolia;MNG;Asia;1963;48,1;996;1075886
Montenegro;MNE;Europe;1963;67;3217;491573
Morocco;MAR;Africa;1963;44,8;2179;12726695
Mozambique;MOZ;Africa;1963;41,9;2106;7209810
Myanmar;MMR;Asia;1963;45,6;977;23210688
Namibia;NAM;Africa;1963;49,7;5710;627367
Nepal;NPL;Asia;1963;39,5;1006;10782719
Netherlands;NLD;Europe;1963;73,4;14078;11958417
New Zealand;NZL;Oceania;1963;71,3;16150;2540032
Nicaragua;NIC;North America;1963;48,3;3781;1960158
Niger;NER;Africa;1963;36,7;1443;3822703
Nigeria;NGA;Africa;1963;38,2;1433;47822572
North Macedonia;MKD;Europe;1963;56,7;4261;1511858
Norway;NOR;Europe;1963;73,1;12723;3666801
Oman;OMN;Asia;1963;39,4;1758;568611
Pakistan;PAK;Asia;1963;47,6;1152;49325052
Palestine;PSE;Asia;1963;50,7;2479;1128444
Panama;PAN;North America;1963;62,7;3877;1233266
Paraguay;PRY;South America;1963;61,3;2504;2039395
Peru;PER;South America;1963;52,2;5314;11112671
Philippines;PHL;Asia;1963;60,4;2542;31043710
Poland;POL;Europe;1963;68,6;5582;30608320
Portugal;PRT;Europe;1963;64,9;5585;8907704
Puerto Rico;PRI;North America;1963;69,5;6693;2486864
Romania;ROU;Europe;1963;67,2;1922;18895146
Russia;RUS;Europe;1963;68,5;6405;124227720
Rwanda;RWA;Africa;1963;44,1;1140;3191315
Saint Lucia;LCA;North America;1963;58,9;1849;94905
Sao Tome and Principe;STP;Africa;1963;46,1;1643;70290
Saudi Arabia;SAU;Asia;1963;47,6;7516;4621661
Senegal;SEN;Africa;1963;39,9;2402;3562468
Serbia;SRB;Europe;1963;65;4713;6776518
Seychelles;SYC;Africa;1963;55,1;3384;45985
Sierra Leone;SLE;Africa;1963;35,3;1218;2426751
Singapore;SGP;Asia;1963;66,8;4049;1762518
Slovenia;SVN;Europe;1963;66,2;8871;1641167
South Africa;ZAF;Africa;1963;53,6;5294;18042222
South Korea;KOR;Asia;1963;56;1720,824097;27905876
Spain;ESP;Europe;1963;69,8;6639;31388554
Sri Lanka;LKA;Asia;1963;62;2058;10517538
Sweden;SWE;Europe;1963;73,5;15808;7632938
Switzerland;CHE;Europe;1963;71,3;18437,83984;5694677
Syria;SYR;Asia;1963;55,8;5855;5045257
Taiwan;TWN;Asia;1963;64,5;2463;12200155
Tanzania;TZA;Africa;1963;43,5;770;10960163
Thailand;THA;Asia;1963;53,2;1921;29114124
Togo;TGO;Africa;1963;43,4;1143;1736703
Trinidad and Tobago;TTO;North America;1963;63,8;10708;897667
Tunisia;TUN;Africa;1963;46,5;2480;4332930
Turkey;TUR;Asia;1963;53,2;3374;29827882
Uganda;UGA;Africa;1963;47,4;1197;8311016
United Kingdom;GBR;Europe;1963;70,8;14583;53508520
United States;USA;North America;1963;69,9;19514;184649872
Uruguay;URY;South America;1963;68,1;7450;2622951
Venezuela;VEN;South America;1963;60,2;13232;9059957
Vietnam;VNM;Asia;1963;58,7;1406;35526728
Yemen;YEM;Asia;1963;33,2;1568;5860204
Zambia;ZMB;Africa;1963;50,1;1438;3431384
Zimbabwe;ZWE;Africa;1963;54,5;1436;4177936
Afghanistan;AFG;Asia;1964;34,5;1291;9355510
Albania;ALB;Europe;1964;59;2576;1949020
Algeria;DZA;Africa;1964;42,8;2879;12179097
Angola;AGO;Africa;1964;38,1;2407;5673208
Argentina;ARG;South America;1964;64,4;9446;21708488
Australia;AUS;Oceania;1964;70,6;15699;11131608
Austria;AUT;Europe;1964;70,1;12062;7222897
Bahrain;BHR;Asia;1964;56,8;4898;186604
Bangladesh;BGD;Asia;1964;47,7;939;56774476
Barbados;BRB;North America;1964;67;6355;236840
Belgium;BEL;Europe;1964;70,7;13295;9350473
Benin;BEN;Africa;1964;39,8;1492;2685626
Bolivia;BOL;South America;1964;44,4;2809;4029474
Bosnia and Herzegovina;BIH;Europe;1964;63,9;3469;3507961
Botswana;BWA;Africa;1964;52,3;604;562288
Brazil;BRA;South America;1964;54,6;3637;82262800
Bulgaria;BGR;Europe;1964;71,2;5829;8177724
Burkina Faso;BFA;Africa;1964;37,3;1055;5076110
Burundi;BDI;Africa;1964;44;695;3033227
Cambodia;KHM;Asia;1964;44,4;1074;6040854
Cameroon;CMR;Africa;1964;43,3;1390;5556211
Canada;CAN;North America;1964;71,6;15938;19326326
Cape Verde;CPV;Africa;1964;51,3;1262;236369
Central African Republic;CAF;Africa;1964;41,3;1486;1811700
Chad;TCD;Africa;1964;39,3;929;3273422
Chile;CHL;South America;1964;58,7;7320;8825044
China;CHN;Asia;1964;52,2;1152;704593792
Colombia;COL;South America;1964;59,4;4264;17739760
Comoros;COM;Africa;1964;41,2;888;210672
Congo;COG;Africa;1964;50,7;2079;1174274
Costa Rica;CRI;North America;1964;62,1;4720;1550664
Cote d'Ivoire;CIV;Africa;1964;40,6;2691;4321374
Croatia;HRV;Europe;1964;67,4;6591;4341052
Cuba;CUB;North America;1964;65,9;3158;7902291
Cyprus;CYP;Europe;1964;62,8;3971;612349
Democratic Republic of Congo;COD;Africa;1964;40,1;1191;16965852
Denmark;DNK;Europe;1964;72,5;16832;4718021
Djibouti;DJI;Africa;1964;44,7;4055;102956
Dominica;DMA;North America;1964;64,5;1419;62863
Dominican Republic;DOM;North America;1964;52,5;2365;3752316
Ecuador;ECU;South America;1964;55,3;3843;5183287
Egypt;EGY;Africa;1964;48,5;1859;30026652
El Salvador;SLV;North America;1964;50,7;3282;3095173
Equatorial Guinea;GNQ;Africa;1964;42,7;1690;288862
Eswatini;SWZ;Africa;1964;47,3;1172;378542
Ethiopia;ETH;Africa;1964;42,3;840;24073698
Finland;FIN;Europe;1964;69,4;11647;4549558
France;FRA;Europe;1964;71,3;14057;47641948
Gabon;GAB;Africa;1964;49;4616;539839
Gambia;GMB;Africa;1964;36,9;1274;446384
Germany;DEU;Europe;1964;70,6;14062;75423248
Ghana;GHA;Africa;1964;47,7;2254;7640202
Greece;GRC;Europe;1964;70,6;6601;8534890
Guatemala;GTM;North America;1964;47,7;3814;4608500
Guinea;GIN;Africa;1964;37,3;720;3775518
Guinea-Bissau;GNB;Africa;1964;36;1027;590490
Haiti;HTI;North America;1964;45;1604;4196353
Honduras;HND;North America;1964;50,8;2209;2334493
Hong Kong;HKG;Asia;1964;68,8;6664;3514767
Hungary;HUN;Europe;1964;69,5;6994;10114177
Iceland;ISL;Europe;1964;73,3;13386;189102
India;IND;Asia;1964;46,2;1309;489059296
Indonesia;IDN;Asia;1964;49,2;1583;98675064
Iran;IRN;Asia;1964;46,2;4026;23948632
Iraq;IRQ;Asia;1964;55,6;4965;7997661
Ireland;IRL;Europe;1964;70,4;7948;2837439
Israel;ISR;Asia;1964;71,2;9430;2257904
Italy;ITA;Europe;1964;70,4;11934;50997780
Jamaica;JAM;North America;1964;65,6;4629;1725189
Japan;JPN;Asia;1964;70,2;9035;98319344
Jordan;JOR;Asia;1964;56,6;4752;1029461
Kenya;KEN;Africa;1964;51,3;1208;9047390
Kuwait;KWT;Asia;1964;61,2;40333;465764
Laos;LAO;Asia;1964;41,6;802;2325518
Lebanon;LBN;Asia;1964;66;6156;2030450
Lesotho;LSO;Africa;1964;50,2;1054;834218
Liberia;LBR;Africa;1964;38,6;3679;1255206
Libya;LBY;Africa;1964;47,1;3156;1652109
Luxembourg;LUX;Europe;1964;69,3;17864;326372
Madagascar;MDG;Africa;1964;44,9;1779;5630035
Malawi;MWI;Africa;1964;35,7;572;3990361
Malaysia;MYS;Asia;1964;60,1;2754;8835933
Mali;MLI;Africa;1964;30,4;888;5647381
Malta;MLT;Europe;1964;68,9;2343;329771
Mauritania;MRT;Africa;1964;47,4;1208;937830
Mauritius;MUS;Africa;1964;59;5196;742494
Mexico;MEX;North America;1964;57,9;5555;41333880
Mongolia;MNG;Asia;1964;48,9;1027;1104021
Montenegro;MNE;Europe;1964;67,3;3732;497449
Morocco;MAR;Africa;1964;45,4;2201;13044255
Mozambique;MOZ;Africa;1964;41,7;2150;7363643
Myanmar;MMR;Asia;1964;46,5;976;23737822
Namibia;NAM;Africa;1964;50,4;6468;642057
Nepal;NPL;Asia;1964;40;1012;11002820
Netherlands;NLD;Europe;1964;73,7;15042;12117832
New Zealand;NZL;Oceania;1964;71,3;16606;2590656
Nicaragua;NIC;North America;1964;49,2;4092;2020948
Niger;NER;Africa;1964;36,7;1415;3937013
Nigeria;NGA;Africa;1964;38,4;1451;48856336
North Macedonia;MKD;Europe;1964;59;5450;1529508
Norway;NOR;Europe;1964;73,6;13256;3694674
Oman;OMN;Asia;1964;40,7;1714;580834
Pakistan;PAK;Asia;1964;48,6;1208;50552600
Palestine;PSE;Asia;1964;51,4;2585;1141754
Panama;PAN;North America;1964;63,2;3929;1271465
Paraguay;PRY;South America;1964;61,6;2546;2090847
Peru;PER;South America;1964;52,7;5523;11442302
Philippines;PHL;Asia;1964;60,5;2550;31916622
Poland;POL;Europe;1964;68,8;5773;30927880
Portugal;PRT;Europe;1964;65,1;5926;8905557
Puerto Rico;PRI;North America;1964;69,7;7012;2526157
Romania;ROU;Europe;1964;67,9;2098;19010056
Russia;RUS;Europe;1964;69,1;6754;125394240
Rwanda;RWA;Africa;1964;48,2;980;3263644
Saint Lucia;LCA;North America;1964;60;1900;95965
Sao Tome and Principe;STP;Africa;1964;47,2;1733;71009
Saudi Arabia;SAU;Asia;1964;48,1;7978;4795133
Senegal;SEN;Africa;1964;39,9;2389;3664603
Serbia;SRB;Europe;1964;64,9;5166;6840008
Seychelles;SYC;Africa;1964;54,3;3424;47050
Sierra Leone;SLE;Africa;1964;35,9;1215;2472694
Singapore;SGP;Asia;1964;67,1;3800;1812335
Slovenia;SVN;Europe;1964;66,5;9624;1655107
South Africa;ZAF;Africa;1964;53,9;5499;18603100
South Korea;KOR;Asia;1964;57,1;1834,977783;28555858
Spain;ESP;Europe;1964;70,5;6945;31747644
Sri Lanka;LKA;Asia;1964;62,2;2104;10774088
Sweden;SWE;Europe;1964;73,7;16761;7691821
Switzerland;CHE;Europe;1964;72,2;19195,44727;5789750
Syria;SYR;Asia;1964;56,5;5797;5202847
Taiwan;TWN;Asia;1964;65,3;2676;12630949
Tanzania;TZA;Africa;1964;43,7;787;11289560
Thailand;THA;Asia;1964;54;1991;30013572
Togo;TGO;Africa;1964;43,7;1275;1772655
Trinidad and Tobago;TTO;North America;1964;63,8;10841;913402
Tunisia;TUN;Africa;1964;47,4;2533;4389421
Turkey;TUR;Asia;1964;53,7;3453;30612824
Uganda;UGA;Africa;1964;47,9;1251;8564759
United Kingdom;GBR;Europe;1964;71,5;15251;53861504
United States;USA;North America;1964;70,2;20360;187277376
Uruguay;URY;South America;1964;68,2;7498;2652381
Venezuela;VEN;South America;1964;60,6;14019;9371338
Vietnam;VNM;Asia;1964;59,3;1427;36509172
Yemen;YEM;Asia;1964;34,7;1576;5973804
Zambia;ZMB;Africa;1964;49,8;1588;3542767
Zimbabwe;ZWE;Africa;1964;55;1519;4310332
Afghanistan;AFG;Asia;1965;35;1290;9565154
Albania;ALB;Europe;1965;60;2670;2009793
Algeria;DZA;Africa;1965;42,7;2981;12381262
Angola;AGO;Africa;1965;38,5;2544;5736588
Argentina;ARG;South America;1965;64,6;10155;22053662
Australia;AUS;Oceania;1965;70,8;16182;11359442
Austria;AUT;Europe;1965;69,9;12328;7269892
Bahrain;BHR;Asia;1965;58,2;5058;193024
Bangladesh;BGD;Asia;1965;46,9;969;58500156
Barbados;BRB;North America;1965;67,4;6468;237698
Belgium;BEL;Europe;1965;70,6;13643;9412091
Benin;BEN;Africa;1965;40,2;1532;2735843
Bolivia;BOL;South America;1965;44,7;2879;4115514
Bosnia and Herzegovina;BIH;Europe;1965;64,6;3569;3565526
Botswana;BWA;Africa;1965;52,8;612;570984
Brazil;BRA;South America;1965;55,1;3617;84623752
Bulgaria;BGR;Europe;1965;71,3;6137;8245080
Burkina Faso;BFA;Africa;1965;37,7;1087;5157928
Burundi;BDI;Africa;1965;42;703;3118139
Cambodia;KHM;Asia;1965;44,8;1095;6170727
Cameroon;CMR;Africa;1965;43,9;1393;5690089
Canada;CAN;North America;1965;71,8;16694;19688808
Cape Verde;CPV;Africa;1965;51,8;1286;244165
Central African Republic;CAF;Africa;1965;41,9;1466;1849177
Chad;TCD;Africa;1965;39,1;913;3336341
Chile;CHL;South America;1965;59,5;7208;8994942
China;CHN;Asia;1965;52,9;1253;723846336
Colombia;COL;South America;1965;59,8;4286;18275818
Comoros;COM;Africa;1965;41,7;870;214948
Congo;COG;Africa;1965;51,2;2099;1207417
Costa Rica;CRI;North America;1965;62,7;4983;1602742
Cote d'Ivoire;CIV;Africa;1965;41,2;2520;4492892
Croatia;HRV;Europe;1965;68;6741;4371387
Cuba;CUB;North America;1965;66,3;3088;8067660
Cyprus;CYP;Europe;1965;67,1;4825;617353
Democratic Republic of Congo;COD;Africa;1965;40,7;1176;17438258
Denmark;DNK;Europe;1965;72,4;17459;4756336
Djibouti;DJI;Africa;1965;45,1;4047;108788
Dominica;DMA;North America;1965;64,6;1203;63756
Dominican Republic;DOM;North America;1965;50,9;2007;3868717
Ecuador;ECU;South America;1965;55,7;4090;5337356
Egypt;EGY;Africa;1965;49,1;1934;30818472
El Salvador;SLV;North America;1965;50,9;3351;3179515
Equatorial Guinea;GNQ;Africa;1965;43,1;1898;295019
Eswatini;SWZ;Africa;1965;47,9;1320;388327
Ethiopia;ETH;Africa;1965;42,4;872;24727512
Finland;FIN;Europe;1965;69,1;12226;4564582
France;FRA;Europe;1965;71,1;14609;48168800
Gabon;GAB;Africa;1965;49,8;4626;547542
Gambia;GMB;Africa;1965;37,4;1368;458916
Germany;DEU;Europe;1965;70,6;14642;76037464
Ghana;GHA;Africa;1965;47,8;2220;7827728
Greece;GRC;Europe;1965;71,5;7187;8526265
Guatemala;GTM;North America;1965;47,8;3900;4744468
Guinea;GIN;Africa;1965;37,6;756;3845082
Guinea-Bissau;GNB;Africa;1965;36,4;1097;577647
Haiti;HTI;North America;1965;45,4;1588;4274354
Honduras;HND;North America;1965;51,5;2314;2403468
Hong Kong;HKG;Asia;1965;69,6;7414;3602032
Hungary;HUN;Europe;1965;69,1;7029;10140858
Iceland;ISL;Europe;1965;73,8;14100;192322
India;IND;Asia;1965;45;1229;500114336
Indonesia;IDN;Asia;1965;42,6;1567;101157872
Iran;IRN;Asia;1965;46,7;4388;24667028
Iraq;IRQ;Asia;1965;56,6;5241;8270548
Ireland;IRL;Europe;1965;70,6;8051;2852404
Israel;ISR;Asia;1965;71,3;9997;2361090
Italy;ITA;Europe;1965;70,3;12111;51452860
Jamaica;JAM;North America;1965;66;4894;1746983
Japan;JPN;Asia;1965;70,2;9459;99468752
Jordan;JOR;Asia;1965;57,4;5074;1093482
Kenya;KEN;Africa;1965;51,7;1184;9417211
Kuwait;KWT;Asia;1965;62,2;37511;513847
Laos;LAO;Asia;1965;42,1;810;2379462
Lebanon;LBN;Asia;1965;66,1;6572;2087452
Lesotho;LSO;Africa;1965;50,1;1054;860224
Liberia;LBR;Africa;1965;38,8;3639;1287325
Libya;LBY;Africa;1965;48,7;3889;1700074
Luxembourg;LUX;Europe;1965;69;18002;329793
Madagascar;MDG;Africa;1965;45,2;1734;5780461
Malawi;MWI;Africa;1965;35,7;633;4089102
Malaysia;MYS;Asia;1965;61;2876;9091017
Mali;MLI;Africa;1965;30,6;881;5726385
Malta;MLT;Europe;1965;68,5;2539;326409
Mauritania;MRT;Africa;1965;48,1;1358;965627
Mauritius;MUS;Africa;1965;59,4;5227;758632
Mexico;MEX;North America;1965;58,5;5737;42737996
Mongolia;MNG;Asia;1965;49,6;1057;1134072
Montenegro;MNE;Europe;1965;68,2;3802;503202
Morocco;MAR;Africa;1965;46;2222;13381884
Mozambique;MOZ;Africa;1965;41,7;2153;7524155
Myanmar;MMR;Asia;1965;47,5;983;24286880
Namibia;NAM;Africa;1965;51;6728;657894
Nepal;NPL;Asia;1965;40,4;1019;11232952
Netherlands;NLD;Europe;1965;73,6;15618;12275797
New Zealand;NZL;Oceania;1965;71,2;17341;2638319
Nicaragua;NIC;North America;1965;50,2;4340;2084104
Niger;NER;Africa;1965;36,8;1490;4053531
Nigeria;NGA;Africa;1965;38,7;1505;49925800
North Macedonia;MKD;Europe;1965;60;4933;1547983
Norway;NOR;Europe;1965;73,7;13852;3723510
Oman;OMN;Asia;1965;41,9;1678;593816
Pakistan;PAK;Asia;1965;49,4;1229;51841628
Palestine;PSE;Asia;1965;52;2703;1148518
Panama;PAN;North America;1965;63,6;4151;1310561
Paraguay;PRY;South America;1965;61,8;2624;2143163
Peru;PER;South America;1965;53,2;5729;11781584
Philippines;PHL;Asia;1965;60,9;2603;32805534
Poland;POL;Europe;1965;69,5;6036;31224086
Portugal;PRT;Europe;1965;66,1;6363;8899092
Puerto Rico;PRI;North America;1965;70;7519;2564282
Romania;ROU;Europe;1965;67,8;2260;19117072
Russia;RUS;Europe;1965;68,6;7068;126400608
Rwanda;RWA;Africa;1965;48,3;1023;3348640
Saint Lucia;LCA;North America;1965;60,9;1946;97042
Sao Tome and Principe;STP;Africa;1965;49;1816;71745
Saudi Arabia;SAU;Asia;1965;48,8;8717;4978924
Senegal;SEN;Africa;1965;39,8;2409;3770879
Serbia;SRB;Europe;1965;65,2;5231;6902986
Seychelles;SYC;Africa;1965;55,2;3351;48142
Sierra Leone;SLE;Africa;1965;36,4;1282;2520585
Singapore;SGP;Asia;1965;67,5;3991;1860652
Slovenia;SVN;Europe;1965;67;9589;1669454
South Africa;ZAF;Africa;1965;54,2;5673;19187198
South Korea;KOR;Asia;1965;58,2;1917,428345;29179406
Spain;ESP;Europe;1965;70,9;7420;32112016
Sri Lanka;LKA;Asia;1965;62,6;2118;11035228
Sweden;SWE;Europe;1965;73,9;17239;7755758
Switzerland;CHE;Europe;1965;72,3;19802,51172;5857048
Syria;SYR;Asia;1965;57,1;5598;5368454
Taiwan;TWN;Asia;1965;66,1;2885;13070711
Tanzania;TZA;Africa;1965;44;792;11630608
Thailand;THA;Asia;1965;54,7;2085;30940276
Togo;TGO;Africa;1965;44;1412;1820401
Trinidad and Tobago;TTO;North America;1965;64,1;11206;928470
Tunisia;TUN;Africa;1965;48,4;2635;4457284
Turkey;TUR;Asia;1965;54,3;3481;31374540
Uganda;UGA;Africa;1965;48,2;1242;8829059
United Kingdom;GBR;Europe;1965;71,5;15545;54229568
United States;USA;North America;1965;70,2;21390;189703280
Uruguay;URY;South America;1965;68,3;7498;2680426
Venezuela;VEN;South America;1965;61,2;14347;9688144
Vietnam;VNM;Asia;1965;58,7;1398;37466076
Yemen;YEM;Asia;1965;35,4;1588;6097299
Zambia;ZMB;Africa;1965;50,6;1828;3658035
Zimbabwe;ZWE;Africa;1965;55,5;1568;4447152
Afghanistan;AFG;Asia;1966;35,5;1272;9783153
Albania;ALB;Europe;1966;61;2770;2070694
Algeria;DZA;Africa;1966;42,5;2750;12613398
Angola;AGO;Africa;1966;38,8;2646;5787056
Argentina;ARG;South America;1966;64,9;10076;22403120
Australia;AUS;Oceania;1966;70,7;16324;11592675
Austria;AUT;Europe;1966;70,2;12930;7320920
Bahrain;BHR;Asia;1966;59,7;5233;199029
Bangladesh;BGD;Asia;1966;48,6;963;60265264
Barbados;BRB;North America;1966;67,8;6873;238497
Belgium;BEL;Europe;1966;70,6;13989;9466114
Benin;BEN;Africa;1966;40,6;1549;2788645
Bolivia;BOL;South America;1966;45,1;3014;4204072
Bosnia and Herzegovina;BIH;Europe;1966;65,2;3810;3620850
Botswana;BWA;Africa;1966;53,3;663;574860
Brazil;BRA;South America;1966;55,5;3747;86979288
Bulgaria;BGR;Europe;1966;71,2;6575;8308898
Burkina Faso;BFA;Africa;1966;37,9;1082;5242799
Burundi;BDI;Africa;1966;43,5;716;3193389
Cambodia;KHM;Asia;1966;45,4;1116;6299236
Cameroon;CMR;Africa;1966;44,4;1431;5829584
Canada;CAN;North America;1966;71,9;17448;20055242
Cape Verde;CPV;Africa;1966;52,4;1309;252248
Central African Republic;CAF;Africa;1966;42,5;1427;1888853
Chad;TCD;Africa;1966;39,2;878;3398673
Chile;CHL;South America;1966;59,7;7844;9161650
China;CHN;Asia;1966;53,6;1261;742948544
Colombia;COL;South America;1966;60,2;4383;18811410
Comoros;COM;Africa;1966;42,1;937;219377
Congo;COG;Africa;1966;51,8;2157;1242124
Costa Rica;CRI;North America;1966;63,4;5193;1654623
Cote d'Ivoire;CIV;Africa;1966;41,8;2595;4671204
Croatia;HRV;Europe;1966;68,3;7184;4401777
Cuba;CUB;North America;1966;66,7;3185;8230454
Cyprus;CYP;Europe;1966;67,5;5083;622575
Democratic Republic of Congo;COD;Africa;1966;42,1;1224;17941740
Denmark;DNK;Europe;1966;72,5;17789;4796410
Djibouti;DJI;Africa;1966;45,5;4063;114885
Dominica;DMA;North America;1966;63,5;1323;64740
Dominican Republic;DOM;North America;1966;53,7;2206;3987097
Ecuador;ECU;South America;1966;55,9;4074;5495765
Egypt;EGY;Africa;1966;49,5;1900;31613136
El Salvador;SLV;North America;1966;51;3464;3266444
Equatorial Guinea;GNQ;Africa;1966;43,3;1953;301520
Eswatini;SWZ;Africa;1966;48,6;1341;398869
Ethiopia;ETH;Africa;1966;40,2;888;25377652
Finland;FIN;Europe;1966;69,6;12471;4581791
France;FRA;Europe;1966;71,5;15213;48683088
Gabon;GAB;Africa;1966;50,3;4761;555755
Gambia;GMB;Africa;1966;37,9;1545;471761
Germany;DEU;Europe;1966;70,7;14964;76618720
Ghana;GHA;Africa;1966;47,7;2158;8019660
Greece;GRC;Europe;1966;71,8;7570;8520636
Guatemala;GTM;North America;1966;47,8;4033;4882546
Guinea;GIN;Africa;1966;37,8;759;3916786
Guinea-Bissau;GNB;Africa;1966;36,7;1165;570383
Haiti;HTI;North America;1966;45,6;1546;4352962
Honduras;HND;North America;1966;52,1;2364;2474533
Hong Kong;HKG;Asia;1966;69,9;7412;3684669
Hungary;HUN;Europe;1966;69,9;7406;10170086
Iceland;ISL;Europe;1966;73,1;15058;195540
India;IND;Asia;1966;45,3;1215;510992608
Indonesia;IDN;Asia;1966;48,2;1535;103561104
Iran;IRN;Asia;1966;47,4;4686;25398706
Iraq;IRQ;Asia;1966;57,3;5338;8553880
Ireland;IRL;Europe;1966;70,2;8097;2867008
Israel;ISR;Asia;1966;71,4;9867;2467859
Italy;ITA;Europe;1966;71;12659;51882568
Jamaica;JAM;North America;1966;66,4;4988;1768803
Japan;JPN;Asia;1966;71;10370;100466904
Jordan;JOR;Asia;1966;57,9;5000;1172775
Kenya;KEN;Africa;1966;52,1;1294;9802604
Kuwait;KWT;Asia;1966;63,1;38335;565473
Laos;LAO;Asia;1966;42,1;818;2434867
Lebanon;LBN;Asia;1966;66,2;6811;2145655
Lesotho;LSO;Africa;1966;50,1;1025;887844
Liberia;LBR;Africa;1966;39,1;4208;1320323
Libya;LBY;Africa;1966;50,1;4417;1739834
Luxembourg;LUX;Europe;1966;69,2;18084;333135
Madagascar;MDG;Africa;1966;45,6;1733;5936462
Malawi;MWI;Africa;1966;35,9;679;4190771
Malaysia;MYS;Asia;1966;61,4;2942;9340245
Mali;MLI;Africa;1966;30,9;899;5806572
Malta;MLT;Europe;1966;68,7;2828;322993
Mauritania;MRT;Africa;1966;48,7;1345;994709
Mauritius;MUS;Africa;1966;59;4921;774468
Mexico;MEX;North America;1966;59;5950;44180444
Mongolia;MNG;Asia;1966;50,2;1087;1165753
Montenegro;MNE;Europe;1966;69;3948;508911
Morocco;MAR;Africa;1966;46,6;2289;13738507
Mozambique;MOZ;Africa;1966;41,6;2174;7689640
Myanmar;MMR;Asia;1966;48,4;925;24854706
Namibia;NAM;Africa;1966;51,4;6808;674821
Nepal;NPL;Asia;1966;40,9;1071;11470202
Netherlands;NLD;Europe;1966;73,6;15838;12426790
New Zealand;NZL;Oceania;1966;71,1;18111;2684362
Nicaragua;NIC;North America;1966;51,3;4342;2150006
Niger;NER;Africa;1966;36,8;1441;4172506
Nigeria;NGA;Africa;1966;38,8;1414;51020304
North Macedonia;MKD;Europe;1966;62;5308;1567712
Norway;NOR;Europe;1966;74;14258;3753077
Oman;OMN;Asia;1966;43,1;1722;607540
Pakistan;PAK;Asia;1966;50,8;1294;53199420
Palestine;PSE;Asia;1966;52,7;2917;1147758
Panama;PAN;North America;1966;63,8;4331;1350474
Paraguay;PRY;South America;1966;62;2584;2195951
Peru;PER;South America;1966;53,7;6038;12127988
Philippines;PHL;Asia;1966;61,2;2636;33704756
Poland;POL;Europe;1966;69,9;6362;31504832
Portugal;PRT;Europe;1966;65,6;6637;8881846
Puerto Rico;PRI;North America;1966;70,2;7957;2601200
Romania;ROU;Europe;1966;69;2499;19221488
Russia;RUS;Europe;1966;68,6;7517;127293952
Rwanda;RWA;Africa;1966;48,2;1065;3444023
Saint Lucia;LCA;North America;1966;61,8;1989;98142
Sao Tome and Principe;STP;Africa;1966;51,6;1921;72584
Saudi Arabia;SAU;Asia;1966;49,3;9726;5173240
Senegal;SEN;Africa;1966;40;2404;3881994
Serbia;SRB;Europe;1966;65,9;5649;6966323
Seychelles;SYC;Africa;1966;56,3;3351;49302
Sierra Leone;SLE;Africa;1966;36,9;1342;2569738
Singapore;SGP;Asia;1966;67,8;4317;1906851
